shift,driver,trailer,kind,start,end,origin,destination,operation_index,point,quantity,trailer_quantity_start,trailer_quantity_end,driving_start,driving_end
47,6,4,service,8129,8159,,,1,77,13797.299999999992,15171.491314169609,1374.1913141696168,246,246
47,6,4,return,8159,8327,77,0,,,0.0,1374.1913141696168,1374.1913141696168,246,414
44,12,1,service,8182,8212,,,6,174,2178.604935073852,5765.404935073846,3586.799999999994,288,288
46,7,12,service,8184,8214,,,3,13,378.0,378.0000000000182,1.8189894035458565e-11,294,294
48,10,7,service,8189,8219,,,1,206,1521.1581668716412,20983.66754252381,19462.509375652167,197,197
44,12,1,travel,8212,8249,174,72,7,,0.0,3586.799999999994,3586.799999999994,288,325
46,7,12,travel,8214,8330,13,1,4,,0.0,1.8189894035458565e-11,1.8189894035458565e-11,294,410
48,10,7,travel,8219,8301,206,268,2,,0.0,19462.509375652167,19462.509375652167,197,279
50,2,3,travel,8226,8229,0,1,0,,0.0,0.0,0.0,0,3
50,2,3,service,8229,8289,,,0,1,-26876.1915980013,0.0,26876.1915980013,3,3
49,8,0,service,8236,8276,,,1,199,5265.51144256592,7123.80982115697,1858.29837859105,142,142
44,12,1,service,8249,8279,,,7,72,3586.7999999999956,3586.799999999994,-1.8189894035458565e-12,325,325
49,8,0,travel,8276,8309,199,109,2,,0.0,1858.29837859105,1858.29837859105,142,175
44,12,1,travel,8279,8324,72,1,8,,0.0,-1.8189894035458565e-12,-1.8189894035458565e-12,325,370
50,2,3,travel,8289,8438,1,123,1,,0.0,26876.1915980013,26876.1915980013,3,152
48,10,7,service,8301,8331,,,2,268,12200.509375652196,19462.509375652167,7261.999999999971,279,279
49,8,0,service,8309,8339,,,2,109,1464.2091599999999,1858.29837859105,394.0892185910502,175,175
44,12,1,service,8324,8384,,,8,1,-22261.9056911155,-1.8189894035458565e-12,22261.9056911155,370,370
46,7,12,service,8330,8390,,,4,1,-20642.8580044889,1.8189894035458565e-11,20642.858004488917,410,410
48,10,7,travel,8331,8395,268,273,3,,0.0,7261.999999999971,7261.999999999971,279,343
49,8,0,return,8339,8470,109,0,,,0.0,394.0892185910502,394.0892185910502,175,306
44,12,1,return,8384,8387,1,0,,,0.0,22261.9056911155,22261.9056911155,370,373
46,7,12,return,8390,8393,1,0,,,0.0,20642.858004488917,20642.858004488917,410,413
48,10,7,service,8395,8425,,,3,273,5259.399999999998,7261.999999999971,2002.599999999973,343,343
48,10,7,travel,8425,8449,273,107,4,,0.0,2002.599999999973,2002.599999999973,343,367
50,2,3,service,8438,8498,,,1,123,26876.1915980013,26876.1915980013,0.0,152,152
51,0,5,travel,8446,8449,0,1,0,,0.0,-9.094947017729282e-13,-9.094947017729282e-13,0,3
48,10,7,service,8449,8479,,,4,107,2002.5999999999894,2002.599999999973,-1.6370904631912708e-11,367,367
51,0,5,service,8449,8509,,,0,1,-4857.14305987975,-9.094947017729282e-13,4857.143059879749,3,3
52,1,9,travel,8474,8477,0,1,0,,0.0,721.1371406067883,721.1371406067883,0,3
52,1,9,service,8477,8537,,,0,1,-20763.625660927988,721.1371406067883,21484.762801534776,3,3
48,10,7,return,8479,8533,107,0,,,0.0,-1.6370904631912708e-11,-1.6370904631912708e-11,367,421
50,2,3,return,8498,8647,123,0,,,0.0,0.0,0.0,152,301
51,0,5,travel,8509,8569,1,138,1,,0.0,4857.143059879749,4857.143059879749,3,63
52,1,9,travel,8537,8594,1,16,1,,0.0,21484.762801534776,21484.762801534776,3,60
51,0,5,service,8569,8599,,,1,138,1684.4999999999918,4857.143059879749,3172.643059879757,63,63
52,1,9,service,8594,8624,,,1,16,21484.7628015348,21484.762801534776,-2.1827872842550278e-11,60,60
51,0,5,travel,8599,8605,138,22,2,,0.0,3172.643059879757,3172.643059879757,63,69
51,0,5,service,8605,8682,,,2,22,3172.643059879756,3172.643059879757,9.094947017729282e-13,69,69
52,1,9,return,8624,8677,16,0,,,0.0,-2.1827872842550278e-11,-2.1827872842550278e-11,60,113
51,0,5,travel,8682,8739,22,1,3,,0.0,9.094947017729282e-13,9.094947017729282e-13,69,126
51,0,5,service,8739,8799,,,3,1,-4857.14305987975,9.094947017729282e-13,4857.143059879751,126,126
53,3,13,travel,8776,8779,0,1,0,,0.0,0.0,0.0,0,3
53,3,13,service,8779,8839,,,0,1,-23095.7152497282,0.0,23095.7152497282,3,3
51,0,5,travel,8799,8848,1,180,4,,0.0,4857.143059879751,4857.143059879751,126,175
53,3,13,travel,8839,9055,1,20,1,,0.0,23095.7152497282,23095.7152497282,3,219
51,0,5,service,8848,8878,,,4,180,2045.6230598797483,4857.143059879751,2811.5200000000023,175,175
54,4,14,travel,8852,8920,0,92,0,,0.0,4857.14305987975,4857.14305987975,0,68
51,0,5,travel,8878,8891,180,126,5,,0.0,2811.5200000000023,2811.5200000000023,175,188
51,0,5,service,8891,8921,,,5,126,2406.0,2811.5200000000023,405.52000000000226,188,188
55,11,6,travel,8919,8969,0,316,0,,0.0,22261.905691115495,22261.905691115495,0,50
54,4,14,service,8920,8950,,,0,92,3241.4819199999997,4857.14305987975,1615.66113987975,68,68
51,0,5,travel,8921,8948,126,170,6,,0.0,405.52000000000226,405.52000000000226,188,215
51,0,5,service,8948,8978,,,6,170,405.52,405.52000000000226,2.2737367544323206e-12,215,215
54,4,14,travel,8950,8966,92,220,1,,0.0,1615.66113987975,1615.66113987975,68,84
54,4,14,service,8966,8996,,,1,220,180.6,1615.66113987975,1435.06113987975,84,84
55,11,6,service,8969,8999,,,0,316,3355.333954134825,22261.905691115495,18906.57173698067,50,50
51,0,5,travel,8978,9006,170,1,7,,0.0,2.2737367544323206e-12,2.2737367544323206e-12,215,243
54,4,14,travel,8996,9008,220,53,2,,0.0,1435.06113987975,1435.06113987975,84,96
55,11,6,travel,8999,9016,316,88,1,,0.0,18906.57173698067,18906.57173698067,50,67
51,0,5,service,9006,9066,,,7,1,-4857.14305987975,2.2737367544323206e-12,4857.143059879752,243,243
54,4,14,service,9008,9038,,,2,53,202.104,1435.06113987975,1232.95713987975,96,96
55,11,6,wait,9016,9060,,,1,88,0.0,18906.57173698067,18906.57173698067,67,67
54,4,14,travel,9038,9060,53,213,3,,0.0,1232.95713987975,1232.95713987975,96,118
53,3,13,service,9055,9085,,,1,20,7261.351070414563,23095.7152497282,15834.364179313638,219,219
54,4,14,service,9060,9090,,,3,213,1232.9571398797502,1232.95713987975,-2.2737367544323206e-13,118,118
55,11,6,service,9060,9120,,,1,88,15914.881822226034,18906.57173698067,2991.6899147546355,67,67
51,0,5,return,9066,9069,1,0,,,0.0,4857.143059879752,4857.143059879752,243,246
56,6,4,travel,9078,9081,0,1,0,,0.0,1374.1913141696168,1374.1913141696168,0,3
56,6,4,service,9081,9141,,,0,1,-18701.999999999985,1374.1913141696168,20076.191314169602,3,3
53,3,13,travel,9085,9189,20,204,2,,0.0,15834.364179313638,15834.364179313638,219,323
54,4,14,travel,9090,9134,213,1,4,,0.0,-2.2737367544323206e-13,-2.2737367544323206e-13,118,162
57,7,12,travel,9113,9239,0,40,0,,0.0,20642.858004488917,20642.858004488917,0,126
55,11,6,travel,9120,9159,88,50,2,,0.0,2991.6899147546355,2991.6899147546355,67,106
54,4,14,service,9134,9194,,,4,1,-4857.14305987975,-2.2737367544323206e-13,4857.14305987975,162,162
56,6,4,travel,9141,9198,1,139,1,,0.0,20076.191314169602,20076.191314169602,3,60
55,11,6,service,9159,9189,,,2,50,1442.5481547546337,2991.6899147546355,1549.1417600000018,106,106
53,3,13,service,9189,9219,,,2,204,2035.9999999999973,15834.364179313638,13798.364179313641,323,323
55,11,6,service,9189,9219,,,3,230,1549.1417600000002,1549.1417600000018,1.5916157281026244e-12,106,106
54,4,14,travel,9194,9288,1,34,5,,0.0,4857.14305987975,4857.14305987975,162,256
56,6,4,service,9198,9228,,,1,139,4242.948680306756,20076.191314169602,15833.242633862847,60,60
53,3,13,travel,9219,9285,204,276,3,,0.0,13798.364179313641,13798.364179313641,323,389
55,11,6,travel,9219,9252,230,1,4,,0.0,1.5916157281026244e-12,1.5916157281026244e-12,106,139
56,6,4,travel,9228,9229,139,194,2,,0.0,15833.242633862847,15833.242633862847,60,61
56,6,4,service,9229,9259,,,2,194,4761.90491057848,15833.242633862847,11071.337723284367,61,61
57,7,12,service,9239,9269,,,0,40,2325.00007258994,20642.858004488917,18317.857931898976,126,126
55,11,6,service,9252,9312,,,4,1,-22261.9056911155,1.5916157281026244e-12,22261.9056911155,139,139
56,6,4,travel,9259,9278,194,38,3,,0.0,11071.337723284367,11071.337723284367,61,80
57,7,12,travel,9269,9334,40,119,1,,0.0,18317.857931898976,18317.857931898976,126,191
56,6,4,service,9278,9338,,,3,38,11071.337723284367,11071.337723284367,0.0,80,80
53,3,13,service,9285,9315,,,3,276,5026.5347199999815,13798.364179313641,8771.82945931366,389,389
54,4,14,service,9288,9318,,,5,34,604.6999999999982,4857.14305987975,4252.443059879752,256,256
55,11,6,travel,9312,9348,1,23,5,,0.0,22261.9056911155,22261.9056911155,139,175
53,3,13,travel,9315,9328,276,248,4,,0.0,8771.82945931366,8771.82945931366,389,402
54,4,14,travel,9318,9341,34,286,6,,0.0,4252.443059879752,4252.443059879752,256,279
53,3,13,service,9328,9368,,,4,248,485.1,8771.82945931366,8286.72945931366,402,402
57,7,12,service,9334,9364,,,1,119,237.90000000000236,18317.857931898976,18079.957931898974,191,191
56,6,4,return,9338,9379,38,0,,,0.0,0.0,0.0,80,121
54,4,14,service,9341,9371,,,6,286,3295.382061954945,4252.443059879752,957.0609979248065,279,279
55,11,6,service,9348,9378,,,5,23,5102.703471819084,22261.9056911155,17159.202219296414,175,175
57,7,12,travel,9364,9382,119,323,2,,0.0,18079.957931898974,18079.957931898974,191,209
53,3,13,travel,9368,9420,248,195,5,,0.0,8286.72945931366,8286.72945931366,402,454
54,4,14,travel,9371,9385,286,153,7,,0.0,957.0609979248065,957.0609979248065,279,293
55,11,6,travel,9378,9407,23,281,6,,0.0,17159.202219296414,17159.202219296414,175,204
57,7,12,service,9382,9442,,,2,323,18079.95793189895,18079.957931898974,2.546585164964199e-11,209,209
54,4,14,service,9385,9415,,,7,153,788.640997924804,957.0609979248065,168.42000000000257,293,293
58,1,9,travel,9397,9400,0,1,0,,0.0,-2.1827872842550278e-11,-2.1827872842550278e-11,0,3
58,1,9,service,9400,9460,,,0,1,-21484.762801534824,-2.1827872842550278e-11,21484.762801534802,3,3
55,11,6,service,9407,9467,,,6,281,17159.202219296418,17159.202219296414,-3.637978807091713e-12,204,204
54,4,14,travel,9415,9420,153,325,8,,0.0,168.42000000000257,168.42000000000257,293,298
53,3,13,service,9420,9465,,,5,195,4518.872198818419,8286.72945931366,3767.8572604952406,454,454
54,4,14,service,9420,9450,,,8,325,168.42,168.42000000000257,2.5863755581667647e-12,298,298
59,2,3,travel,9430,9433,0,1,0,,0.0,0.0,0.0,0,3
59,2,3,service,9433,9493,,,0,1,-26876.1915980013,0.0,26876.1915980013,3,3
57,7,12,return,9442,9585,323,0,,,0.0,2.546585164964199e-11,2.546585164964199e-11,209,352
54,4,14,return,9450,9527,325,0,,,0.0,2.5863755581667647e-12,2.5863755581667647e-12,298,375
58,1,9,return,9460,9463,1,0,,,0.0,21484.762801534802,21484.762801534802,3,6
53,3,13,layover,9465,10185,195,,6,195,0.0,3767.8572604952406,3767.8572604952406,454,0
55,11,6,return,9467,9516,281,0,,,0.0,-3.637978807091713e-12,-3.637978807091713e-12,204,253
59,2,3,travel,9493,9587,1,234,1,,0.0,26876.1915980013,26876.1915980013,3,97
59,2,3,service,9587,9647,,,1,234,26876.1915980013,26876.1915980013,0.0,97,97
60,8,0,travel,9599,9602,0,1,0,,0.0,394.0892185910502,394.0892185910502,0,3
60,8,0,service,9602,9662,,,0,1,-6729.720602565922,394.0892185910502,7123.809821156972,3,3
59,2,3,return,9647,9741,234,0,,,0.0,0.0,0.0,97,191
60,8,0,travel,9662,9725,1,100,1,,0.0,7123.809821156972,7123.809821156972,3,66
60,8,0,service,9725,9755,,,1,100,2892.783281157048,7123.809821156972,4231.026539999924,66,66
60,8,0,travel,9755,9780,100,165,2,,0.0,4231.026539999924,4231.026539999924,66,91
60,8,0,service,9780,9810,,,2,165,4231.026539999927,4231.026539999924,-2.7284841053187847e-12,91,91
60,8,0,return,9810,9851,165,0,,,0.0,-2.7284841053187847e-12,-2.7284841053187847e-12,91,132
61,10,7,travel,9844,9847,0,1,0,,0.0,-1.6370904631912708e-11,-1.6370904631912708e-11,0,3
61,10,7,service,9847,9907,,,0,1,-20983.6675425238,-1.6370904631912708e-11,20983.667542523785,3,3
61,10,7,travel,9907,9934,1,68,1,,0.0,20983.667542523785,20983.667542523785,3,30
61,10,7,service,9934,9994,,,1,68,20000.0,20983.667542523785,983.6675425237845,30,30
61,10,7,travel,9994,10014,68,78,2,,0.0,983.6675425237845,983.6675425237845,30,50
61,10,7,service,10014,10044,,,2,78,737.5999999999999,983.6675425237845,246.0675425237846,50,50
61,10,7,travel,10044,10057,78,1,3,,0.0,246.0675425237846,246.0675425237846,50,63
61,10,7,service,10057,10117,,,3,1,-20737.600000000006,246.0675425237846,20983.66754252379,63,63
62,6,4,travel,10100,10103,0,1,0,,0.0,0.0,0.0,0,3
62,6,4,service,10103,10163,,,0,1,-20076.1913141696,0.0,20076.1913141696,3,3
61,10,7,return,10117,10120,1,0,,,0.0,20983.66754252379,20983.66754252379,63,66
62,6,4,return,10163,10166,1,0,,,0.0,20076.1913141696,20076.1913141696,3,6
53,3,13,travel,10185,10239,195,168,6,,0.0,3767.8572604952406,3767.8572604952406,0,0
63,5,8,travel,10210,10213,0,1,0,,0.0,7.275957614183426e-12,7.275957614183426e-12,0,3
63,5,8,service,10213,10273,,,0,1,-20400.000851495,7.275957614183426e-12,20400.000851495006,3,3
53,3,13,service,10239,10269,,,6,168,3767.85726049523,3767.8572604952406,1.0459189070388675e-11,0,0
53,3,13,travel,10269,10400,168,1,7,,0.0,1.0459189070388675e-11,1.0459189070388675e-11,0,131
63,5,8,travel,10273,10324,1,46,1,,0.0,20400.000851495006,20400.000851495006,3,54
63,5,8,service,10324,10354,,,1,46,5108.010041446421,20400.000851495006,15291.990810048585,54,54
63,5,8,travel,10354,10456,46,277,2,,0.0,15291.990810048585,15291.990810048585,54,156
53,3,13,service,10400,10460,,,7,1,-23095.7152497282,1.0459189070388675e-11,23095.71524972821,131,131
63,5,8,service,10456,10486,,,2,277,15291.99081004857,15291.990810048585,1.4551915228366852e-11,156,156
53,3,13,return,10460,10463,1,0,,,0.0,23095.71524972821,23095.71524972821,131,134
64,2,3,travel,10461,10464,0,1,0,,0.0,0.0,0.0,0,3
64,2,3,service,10464,10524,,,0,1,-26876.1915980013,0.0,26876.1915980013,3,3
65,0,5,travel,10484,10500,0,192,0,,0.0,4857.143059879752,4857.143059879752,0,16
63,5,8,return,10486,10611,277,0,,,0.0,1.4551915228366852e-11,1.4551915228366852e-11,156,281
65,0,5,service,10500,10530,,,0,192,2712.5,4857.143059879752,2144.6430598797524,16,16
64,2,3,travel,10524,10572,1,88,1,,0.0,26876.1915980013,26876.1915980013,3,51
65,0,5,service,10530,10560,,,1,185,2144.643059879745,2144.6430598797524,7.275957614183426e-12,16,16
65,0,5,return,10560,10578,185,0,,,0.0,7.275957614183426e-12,7.275957614183426e-12,16,34
64,2,3,service,10572,10632,,,1,88,18142.599999999962,26876.1915980013,8733.591598001338,51,51
66,1,9,travel,10576,10590,0,134,0,,0.0,21484.762801534802,21484.762801534802,0,14
66,1,9,service,10590,10650,,,0,134,8688.299999999948,21484.762801534802,12796.462801534853,14,14
64,2,3,travel,10632,10669,88,241,2,,0.0,8733.591598001338,8733.591598001338,51,88
66,1,9,travel,10650,10666,134,1,1,,0.0,12796.462801534853,12796.462801534853,14,30
66,1,9,service,10666,10726,,,1,1,-8688.299999999945,12796.462801534853,21484.7628015348,30,30
64,2,3,service,10669,10699,,,2,241,8733.591598001323,8733.591598001338,1.4551915228366852e-11,88,88
64,2,3,travel,10699,10751,241,1,3,,0.0,1.4551915228366852e-11,1.4551915228366852e-11,88,140
66,1,9,travel,10726,10772,1,142,2,,0.0,21484.7628015348,21484.7628015348,30,76
64,2,3,service,10751,10811,,,3,1,-26876.1915980013,1.4551915228366852e-11,26876.191598001315,140,140
67,7,12,travel,10757,10760,0,1,0,,0.0,2.546585164964199e-11,2.546585164964199e-11,0,3
67,7,12,service,10760,10820,,,0,1,-20642.8580044889,2.546585164964199e-11,20642.858004488924,3,3
66,1,9,service,10772,10802,,,2,142,5889.020385343712,21484.7628015348,15595.742416191086,76,76
66,1,9,travel,10802,10941,142,181,3,,0.0,15595.742416191086,15595.742416191086,76,215
64,2,3,return,10811,10814,1,0,,,0.0,26876.191598001315,26876.191598001315,140,143
67,7,12,travel,10820,10892,1,218,1,,0.0,20642.858004488924,20642.858004488924,3,75
68,10,7,travel,10841,10951,0,28,0,,0.0,20983.66754252379,20983.66754252379,0,110
67,7,12,service,10892,10922,,,1,218,3086.752586746221,20642.858004488924,17556.105417742703,75,75
69,11,6,travel,10903,10906,0,1,0,,0.0,-3.637978807091713e-12,-3.637978807091713e-12,0,3
69,11,6,service,10906,10966,,,0,1,-22261.9056911155,-3.637978807091713e-12,22261.905691115495,3,3
67,7,12,travel,10922,10953,218,73,2,,0.0,17556.105417742703,17556.105417742703,75,106
66,1,9,service,10941,10971,,,3,181,14005.889815330498,15595.742416191086,1589.8526008605877,215,215
68,10,7,service,10951,10981,,,0,28,708.333355448549,20983.66754252379,20275.33418707524,110,110
67,7,12,service,10953,10983,,,2,73,1423.6334063720726,17556.105417742703,16132.47201137063,106,106
69,11,6,travel,10966,11009,1,143,1,,0.0,22261.905691115495,22261.905691115495,3,46
66,1,9,travel,10971,11048,181,76,4,,0.0,1589.8526008605877,1589.8526008605877,215,292
68,10,7,travel,10981,11061,28,268,1,,0.0,20275.33418707524,20275.33418707524,110,190
67,7,12,travel,10983,11035,73,97,3,,0.0,16132.47201137063,16132.47201137063,106,158
69,11,6,service,11009,11039,,,1,143,11689.389039999998,22261.905691115495,10572.516651115497,46,46
67,7,12,service,11035,11065,,,3,97,2231.1286621093855,16132.47201137063,13901.343349261244,158,158
69,11,6,travel,11039,11094,143,318,2,,0.0,10572.516651115497,10572.516651115497,46,101
66,1,9,service,11048,11078,,,4,76,1589.8526008606027,1589.8526008605877,-1.5006662579253316e-11,292,292
68,10,7,service,11061,11091,,,1,268,7693.700000000008,20275.33418707524,12581.634187075233,190,190
67,7,12,travel,11065,11069,97,52,4,,0.0,13901.343349261244,13901.343349261244,158,162
67,7,12,service,11069,11099,,,4,52,8583.289999999997,13901.343349261244,5318.053349261247,162,162
66,1,9,return,11078,11148,76,0,,,0.0,-1.5006662579253316e-11,-1.5006662579253316e-11,292,362
68,10,7,travel,11091,11149,268,31,2,,0.0,12581.634187075233,12581.634187075233,190,248
69,11,6,service,11094,11124,,,2,318,10479.733919864926,10572.516651115497,92.78273125057058,101,101
67,7,12,travel,11099,11123,52,5,5,,0.0,5318.053349261247,5318.053349261247,162,186
67,7,12,service,11123,11153,,,5,5,3537.5,5318.053349261247,1780.5533492612467,186,186
69,11,6,return,11124,11195,318,0,,,0.0,92.78273125057058,92.78273125057058,101,172
70,12,1,travel,11126,11279,0,7,0,,0.0,22261.9056911155,22261.9056911155,0,153
68,10,7,service,11149,11219,,,2,31,12581.634187075255,12581.634187075233,-2.1827872842550278e-11,248,248
67,7,12,travel,11153,11162,5,58,6,,0.0,1780.5533492612467,1780.5533492612467,186,195
71,8,0,travel,11160,11163,0,1,0,,0.0,-2.7284841053187847e-12,-2.7284841053187847e-12,0,3
67,7,12,service,11162,11192,,,6,58,1163.6999999999994,1780.5533492612467,616.8533492612473,195,195
71,8,0,service,11163,11223,,,0,1,-7123.80982115697,-2.7284841053187847e-12,7123.809821156968,3,3
67,7,12,service,11192,11222,,,7,154,466.0,616.8533492612473,150.85334926124733,195,195
68,10,7,travel,11219,11317,31,1,3,,0.0,-2.1827872842550278e-11,-2.1827872842550278e-11,248,346
67,7,12,travel,11222,11269,154,1,8,,0.0,150.85334926124733,150.85334926124733,195,242
71,8,0,travel,11223,11282,1,289,1,,0.0,7123.809821156968,7123.809821156968,3,62
67,7,12,service,11269,11329,,,8,1,-20492.004655227654,150.85334926124733,20642.858004488902,242,242
70,12,1,service,11279,11339,,,0,7,22261.9056911155,22261.9056911155,0.0,153,153
71,8,0,service,11282,11312,,,1,289,1627.47,7123.809821156968,5496.339821156967,62,62
71,8,0,travel,11312,11316,289,24,2,,0.0,5496.339821156967,5496.339821156967,62,66
71,8,0,service,11316,11346,,,2,24,1580.9,5496.339821156967,3915.4398211569674,66,66
68,10,7,service,11317,11377,,,3,1,-20983.6675425238,-2.1827872842550278e-11,20983.667542523777,346,346
67,7,12,return,11329,11332,1,0,,,0.0,20642.858004488902,20642.858004488902,242,245
70,12,1,return,11339,11492,7,0,,,0.0,0.0,0.0,153,306
71,8,0,travel,11346,11370,24,2,3,,0.0,3915.4398211569674,3915.4398211569674,66,90
71,8,0,service,11370,11400,,,3,2,3759.7000000000016,3915.4398211569674,155.73982115696572,90,90
68,10,7,travel,11377,11418,1,209,4,,0.0,20983.667542523777,20983.667542523777,346,387
71,8,0,return,11400,11454,2,0,,,0.0,155.73982115696572,155.73982115696572,90,144
68,10,7,service,11418,11448,,,4,209,12309.834553796041,20983.667542523777,8673.832988727736,387,387
68,10,7,travel,11448,11465,209,316,5,,0.0,8673.832988727736,8673.832988727736,387,404
68,10,7,service,11465,11495,,,5,316,3460.3329887277505,8673.832988727736,5213.499999999985,404,404
68,10,7,travel,11495,11539,316,243,6,,0.0,5213.499999999985,5213.499999999985,404,448
68,10,7,service,11539,11569,,,6,243,5213.499999999996,5213.499999999985,-1.0913936421275139e-11,448,448
68,10,7,return,11569,11581,243,0,,,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11,448,460
72,11,6,travel,11995,11998,0,1,0,,0.0,92.78273125057058,92.78273125057058,0,3
72,11,6,service,11998,12058,,,0,1,-22169.122959864922,92.78273125057058,22261.90569111549,3,3
73,5,8,travel,12051,12054,0,1,0,,0.0,1.4551915228366852e-11,1.4551915228366852e-11,0,3
73,5,8,service,12054,12114,,,0,1,-20400.000851495,1.4551915228366852e-11,20400.000851495013,3,3
72,11,6,travel,12058,12183,1,251,1,,0.0,22261.90569111549,22261.90569111549,3,128
73,5,8,travel,12114,12171,1,139,1,,0.0,20400.000851495013,20400.000851495013,3,60
73,5,8,service,12171,12201,,,1,139,7522.016089160308,20400.000851495013,12877.984762334705,60,60
72,11,6,service,12183,12213,,,1,251,7394.1000000000095,22261.90569111549,14867.805691115482,128,128
73,5,8,travel,12201,12202,139,16,2,,0.0,12877.984762334705,12877.984762334705,60,61
73,5,8,service,12202,12232,,,2,16,12877.98476233469,12877.984762334705,1.4551915228366852e-11,61,61
72,11,6,travel,12213,12215,251,40,2,,0.0,14867.805691115482,14867.805691115482,128,130
72,11,6,service,12215,12245,,,2,40,3467.8997082486867,14867.805691115482,11399.905982866796,130,130
73,5,8,return,12232,12285,16,0,,,0.0,1.4551915228366852e-11,1.4551915228366852e-11,61,114
72,11,6,travel,12245,12300,40,111,3,,0.0,11399.905982866796,11399.905982866796,130,185
72,11,6,service,12300,12330,,,3,111,8009.292422866809,11399.905982866796,3390.613559999987,185,185
72,11,6,travel,12330,12367,111,39,4,,0.0,3390.613559999987,3390.613559999987,185,222
72,11,6,service,12367,12397,,,4,39,3390.61356,3390.613559999987,-1.2732925824820995e-11,222,222
74,1,9,travel,12368,12371,0,1,0,,0.0,-1.5006662579253316e-11,-1.5006662579253316e-11,0,3
74,1,9,service,12371,12431,,,0,1,-21484.7628015348,-1.5006662579253316e-11,21484.762801534784,3,3
75,10,7,travel,12392,12395,0,1,0,,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11,0,3
75,10,7,service,12395,12455,,,0,1,-20983.6675425238,-1.0913936421275139e-11,20983.667542523788,3,3
76,12,1,travel,12395,12398,0,1,0,,0.0,0.0,0.0,0,3
72,11,6,return,12397,12446,39,0,,,0.0,-1.2732925824820995e-11,-1.2732925824820995e-11,222,271
76,12,1,service,12398,12458,,,0,1,-22261.9056911155,0.0,22261.9056911155,3,3
74,1,9,travel,12431,12479,1,308,1,,0.0,21484.762801534784,21484.762801534784,3,51
75,10,7,travel,12455,12508,1,297,1,,0.0,20983.667542523788,20983.667542523788,3,56
76,12,1,travel,12458,12660,1,265,1,,0.0,22261.9056911155,22261.9056911155,3,205
74,1,9,service,12479,12539,,,1,308,21248.39755314836,21484.762801534784,236.36524838642435,51,51
75,10,7,service,12508,12538,,,1,297,7797.353040493106,20983.667542523788,13186.314502030682,56,56
77,3,13,travel,12513,12539,0,121,0,,0.0,23095.71524972821,23095.71524972821,0,26
75,10,7,travel,12538,12548,297,132,2,,0.0,13186.314502030682,13186.314502030682,56,66
74,1,9,return,12539,12588,308,0,,,0.0,236.36524838642435,236.36524838642435,51,100
77,3,13,service,12539,12569,,,0,121,1472.0374690246622,23095.71524972821,21623.67778070355,26,26
75,10,7,service,12548,12608,,,2,132,13186.3145020307,13186.314502030682,-1.8189894035458565e-11,66,66
77,3,13,travel,12569,12594,121,281,1,,0.0,21623.67778070355,21623.67778070355,26,51
77,3,13,service,12594,12654,,,1,281,6694.877780703595,21623.67778070355,14928.799999999956,51,51
75,10,7,return,12608,12649,132,0,,,0.0,-1.8189894035458565e-11,-1.8189894035458565e-11,66,107
77,3,13,travel,12654,12661,281,284,2,,0.0,14928.799999999956,14928.799999999956,51,58
76,12,1,service,12660,12705,,,1,265,4014.560971115512,22261.9056911155,18247.344719999986,205,205
77,3,13,service,12661,12691,,,2,284,14928.79999999996,14928.799999999956,-3.637978807091713e-12,58,58
77,3,13,travel,12691,12743,284,1,3,,0.0,-3.637978807091713e-12,-3.637978807091713e-12,58,110
78,9,11,travel,12694,12779,0,189,0,,0.0,21290.4770791396,21290.4770791396,0,85
76,12,1,travel,12705,12706,265,205,2,,0.0,18247.344719999986,18247.344719999986,205,206
76,12,1,service,12706,12751,,,2,205,18247.34472,18247.344719999986,-1.4551915228366852e-11,206,206
77,3,13,service,12743,12803,,,3,1,-23095.7152497282,-3.637978807091713e-12,23095.715249728197,110,110
76,12,1,return,12751,12952,205,0,,,0.0,-1.4551915228366852e-11,-1.4551915228366852e-11,206,407
78,9,11,service,12779,12839,,,0,189,21290.4770791396,21290.4770791396,0.0,85,85
77,3,13,return,12803,12806,1,0,,,0.0,23095.715249728197,23095.715249728197,110,113
78,9,11,travel,12839,12925,189,1,1,,0.0,0.0,0.0,85,171
78,9,11,service,12925,12985,,,1,1,-21290.4770791396,0.0,21290.4770791396,171,171
78,9,11,travel,12985,13059,1,219,2,,0.0,21290.4770791396,21290.4770791396,171,245
79,5,8,travel,13009,13012,0,1,0,,0.0,1.4551915228366852e-11,1.4551915228366852e-11,0,3
79,5,8,service,13012,13072,,,0,1,-20400.000851495,1.4551915228366852e-11,20400.000851495013,3,3
78,9,11,service,13059,13119,,,2,219,21290.4770791396,21290.4770791396,0.0,245,245
79,5,8,travel,13072,13122,1,90,1,,0.0,20400.000851495013,20400.000851495013,3,53
78,9,11,return,13119,13192,219,0,,,0.0,0.0,0.0,245,318
79,5,8,service,13122,13152,,,1,90,13439.068080000001,20400.000851495013,6960.932771495012,53,53
79,5,8,travel,13152,13173,90,166,2,,0.0,6960.932771495012,6960.932771495012,53,74
80,7,12,travel,13155,13201,0,58,0,,0.0,20642.858004488902,20642.858004488902,0,46
79,5,8,service,13173,13203,,,2,166,6960.9327714949795,6960.932771495012,3.2741809263825417e-11,74,74
80,7,12,service,13201,13231,,,0,58,667.7000000000003,20642.858004488902,19975.1580044889,46,46
