origin,origin_kind,rank,destination,destination_kind,distance,reverse_distance
137,customer,6,169,customer,31.0,31.0
137,customer,7,313,customer,37.0,38.0
137,customer,8,42,customer,38.0,39.0
137,customer,9,285,customer,39.0,40.0
137,customer,10,277,customer,47.0,48.0
138,customer,1,237,customer,0.0,0.0
138,customer,2,190,customer,0.171206091367813,0.171206091367813
138,customer,3,24,customer,1.0,0.425214898689711
138,customer,4,133,customer,1.0,2.0
138,customer,5,289,customer,1.0,2.0
138,customer,6,22,customer,2.0,1.0
138,customer,7,45,customer,3.0,3.0
138,customer,8,53,customer,3.0,3.0
138,customer,9,84,customer,5.0,6.0
138,customer,10,100,customer,5.0,5.0
139,customer,1,41,customer,0.0,0.0
139,customer,2,55,customer,0.0,0.0
139,customer,3,16,customer,0.00728617558572899,0.00728617558572899
139,customer,4,194,customer,0.00728617558572899,0.00728617558572899
139,customer,5,17,customer,1.0,1.0
139,customer,6,2,customer,3.0,3.0
139,customer,7,107,customer,3.0,3.0
139,customer,8,282,customer,3.0,3.0
139,customer,9,193,customer,6.0,6.0
139,customer,10,238,customer,6.0,6.0
140,customer,1,325,customer,6.0,6.0
140,customer,2,153,customer,7.0,8.0
140,customer,3,16,customer,8.0,9.0
140,customer,4,41,customer,8.0,9.0
140,customer,5,55,customer,8.0,9.0
140,customer,6,139,customer,8.0,9.0
140,customer,7,194,customer,8.0,9.0
140,customer,8,17,customer,9.0,9.0
140,customer,9,48,customer,9.0,8.0
140,customer,10,108,customer,9.0,8.0
141,customer,1,131,customer,1.0,1.0
141,customer,2,272,customer,1.0,1.0
141,customer,3,71,customer,5.0,5.0
141,customer,4,233,customer,5.0,5.0
141,customer,5,22,customer,6.0,6.0
141,customer,6,24,customer,6.0,6.0
141,customer,7,157,customer,6.0,6.0
141,customer,8,210,customer,6.0,6.0
141,customer,9,45,customer,7.0,8.0
141,customer,10,114,customer,7.0,7.0
142,customer,1,253,customer,2.0,2.0
142,customer,2,261,customer,2.0,2.0
142,customer,3,126,customer,3.0,4.0
142,customer,4,324,customer,3.0,4.0
142,customer,5,5,customer,4.0,4.0
142,customer,6,15,customer,4.0,4.0
142,customer,7,32,customer,4.0,4.0
142,customer,8,67,customer,4.0,4.0
142,customer,9,269,customer,4.0,4.0
142,customer,10,302,customer,4.0,4.0
143,customer,1,147,customer,3.0,3.0
143,customer,2,38,customer,5.0,6.0
143,customer,3,51,customer,5.0,6.0
143,customer,4,74,customer,5.0,6.0
143,customer,5,125,customer,5.0,6.0
143,customer,6,132,customer,5.0,6.0
143,customer,7,253,customer,5.0,4.0
143,customer,8,261,customer,5.0,4.0
143,customer,9,44,customer,6.0,6.0
143,customer,10,50,customer,6.0,6.0
144,customer,1,189,customer,0.0,0.0
144,customer,2,82,customer,9.0,11.0
144,customer,3,234,customer,21.0,28.0
144,customer,4,31,customer,27.0,25.0
144,customer,5,198,customer,27.0,25.0
144,customer,6,95,customer,30.0,27.0
144,customer,7,175,customer,43.0,43.0
144,customer,8,225,customer,43.0,43.0
144,customer,9,317,customer,44.0,44.0
144,customer,10,58,customer,46.0,46.0
145,customer,1,206,customer,19.0,19.0
145,customer,2,137,customer,22.0,22.0
145,customer,3,169,customer,23.0,22.0
145,customer,4,277,customer,24.0,25.0
145,customer,5,317,customer,25.0,26.0
145,customer,6,127,customer,32.0,32.0
145,customer,7,268,customer,32.0,32.0
145,customer,8,287,customer,32.0,35.0
145,customer,9,313,customer,32.0,32.0
145,customer,10,116,customer,35.0,35.0
146,customer,1,312,customer,5.0,5.0
146,customer,2,25,customer,6.0,6.0
146,customer,3,110,customer,8.0,8.0
146,customer,4,165,customer,8.0,8.0
146,customer,5,242,customer,8.0,8.0
146,customer,6,260,customer,8.0,8.0
146,customer,7,274,customer,8.0,8.0
146,customer,8,99,customer,9.0,10.0
146,customer,9,104,customer,9.0,9.0
146,customer,10,114,customer,9.0,9.0
147,customer,1,143,customer,3.0,3.0
147,customer,2,50,customer,5.0,5.0
147,customer,3,230,customer,5.0,5.0
147,customer,4,89,customer,6.0,5.0
147,customer,5,253,customer,6.0,7.0
147,customer,6,261,customer,6.0,7.0
147,customer,7,142,customer,7.0,8.0
147,customer,8,38,customer,8.0,7.0
147,customer,9,44,customer,8.0,4.0
147,customer,10,51,customer,8.0,7.0
148,customer,1,98,customer,0.0,0.0
148,customer,2,315,customer,0.0,0.0
148,customer,3,12,customer,2.0,3.0
148,customer,4,47,customer,2.0,2.0
148,customer,5,62,customer,2.0,2.0
148,customer,6,48,customer,4.0,4.0
148,customer,7,108,customer,4.0,4.0
148,customer,8,171,customer,4.0,4.0
148,customer,9,258,customer,4.0,4.0
148,customer,10,64,customer,5.0,1.0
149,customer,1,66,customer,0.0,0.0
149,customer,2,79,customer,10.0,10.0
149,customer,3,26,customer,11.0,9.0
149,customer,4,34,customer,13.0,13.0
149,customer,5,270,customer,13.0,13.0
149,customer,6,296,customer,18.0,13.0
149,customer,7,28,customer,19.0,14.0
149,customer,8,286,customer,22.0,25.0
149,customer,9,35,customer,23.0,27.0
149,customer,10,102,customer,24.0,21.0
150,customer,1,27,customer,0.0,0.0
150,customer,2,197,customer,0.286009541002082,0.286009541002082
150,customer,3,227,customer,5.0,4.0
150,customer,4,129,customer,8.0,7.0
150,customer,5,200,customer,11.0,11.0
150,customer,6,254,customer,12.0,19.0
150,customer,7,307,customer,13.0,16.0
150,customer,8,14,customer,14.0,18.0
150,customer,9,178,customer,15.0,16.0
150,customer,10,298,customer,15.0,16.0
151,customer,1,46,customer,0.0,0.0
151,customer,2,58,customer,8.0,8.0
151,customer,3,154,customer,8.0,8.0
151,customer,4,207,customer,9.0,9.0
151,customer,5,240,customer,9.0,11.0
151,customer,6,44,customer,10.0,10.0
151,customer,7,126,customer,10.0,12.0
151,customer,8,244,customer,10.0,10.0
151,customer,9,324,customer,10.0,12.0
151,customer,10,5,customer,11.0,13.0
152,customer,1,301,customer,19.0,22.0
152,customer,2,80,customer,26.0,29.0
152,customer,3,10,customer,29.0,26.0
152,customer,4,167,customer,29.0,26.0
152,customer,5,162,customer,33.0,35.0
152,customer,6,43,customer,41.0,40.0
152,customer,7,134,customer,41.0,44.0
152,customer,8,0,base,42.0,63.0
152,customer,9,1,source,42.0,63.0
152,customer,10,68,customer,45.0,46.0
153,customer,1,325,customer,2.0,3.0
153,customer,2,48,customer,5.0,4.0
153,customer,3,108,customer,5.0,4.0
153,customer,4,12,customer,7.0,7.0
153,customer,5,98,customer,7.0,7.0
153,customer,6,148,customer,7.0,7.0
153,customer,7,315,customer,7.0,7.0
153,customer,8,140,customer,8.0,7.0
153,customer,9,47,customer,9.0,9.0
153,customer,10,62,customer,9.0,9.0
154,customer,1,58,customer,0.0,0.0
154,customer,2,207,customer,2.0,2.0
154,customer,3,240,customer,2.0,4.0
154,customer,4,126,customer,3.0,3.0
154,customer,5,324,customer,3.0,3.0
154,customer,6,5,customer,4.0,4.0
154,customer,7,32,customer,4.0,4.0
154,customer,8,67,customer,4.0,4.0
154,customer,9,269,customer,4.0,4.0
154,customer,10,302,customer,4.0,4.0
155,customer,1,76,customer,3.0,3.0
155,customer,2,161,customer,8.0,8.0
155,customer,3,184,customer,8.0,8.0
155,customer,4,111,customer,9.0,8.0
155,customer,5,113,customer,11.0,11.0
155,customer,6,201,customer,14.0,14.0
155,customer,7,54,customer,16.0,15.0
155,customer,8,174,customer,16.0,17.0
155,customer,9,219,customer,16.0,17.0
155,customer,10,257,customer,16.0,16.0
156,customer,1,128,customer,2.0,2.0
156,customer,2,295,customer,2.0,2.0
156,customer,3,214,customer,11.0,11.0
156,customer,4,172,customer,12.0,11.0
156,customer,5,239,customer,19.0,19.0
156,customer,6,81,customer,22.0,22.0
156,customer,7,6,customer,26.0,25.0
156,customer,8,63,customer,26.0,26.0
156,customer,9,319,customer,68.0,68.0
156,customer,10,57,customer,76.0,76.0
157,customer,1,210,customer,0.0,0.0
157,customer,2,71,customer,3.0,2.0
157,customer,3,233,customer,3.0,2.0
157,customer,4,99,customer,4.0,4.0
157,customer,5,114,customer,5.0,4.0
157,customer,6,165,customer,5.0,5.0
157,customer,7,213,customer,5.0,4.0
157,customer,8,242,customer,5.0,5.0
157,customer,9,263,customer,5.0,4.0
157,customer,10,274,customer,5.0,5.0
158,customer,1,209,customer,0.0,0.0
158,customer,2,292,customer,0.0,0.0
158,customer,3,49,customer,0.0373650594841034,0.0373650594841034
158,customer,4,124,customer,0.0373650594841034,0.0373650594841034
158,customer,5,314,customer,0.0373650594841034,0.0373650594841034
158,customer,6,103,customer,7.0,7.0
158,customer,7,177,customer,7.0,7.0
158,customer,8,316,customer,7.0,7.0
158,customer,9,68,customer,10.0,10.0
158,customer,10,170,customer,12.0,12.0
159,customer,1,126,customer,5.0,5.0
159,customer,2,324,customer,5.0,5.0
159,customer,3,241,customer,6.0,6.0
159,customer,4,297,customer,6.0,6.0
159,customer,5,5,customer,7.0,6.0
159,customer,6,32,customer,7.0,6.0
159,customer,7,67,customer,7.0,6.0
159,customer,8,225,customer,7.0,7.0
159,customer,9,269,customer,7.0,6.0
159,customer,10,302,customer,7.0,6.0
160,customer,1,166,customer,0.0,0.0
160,customer,2,60,customer,3.0,4.0
160,customer,3,39,customer,10.0,11.0
160,customer,4,90,customer,14.0,8.0
160,customer,5,188,customer,21.0,23.0
160,customer,6,72,customer,22.0,23.0
160,customer,7,202,customer,22.0,22.0
160,customer,8,232,customer,22.0,22.0
160,customer,9,101,customer,28.0,23.0
160,customer,10,113,customer,29.0,30.0
161,customer,1,111,customer,2.0,4.0
161,customer,2,54,customer,6.0,5.0
161,customer,3,155,customer,8.0,8.0
161,customer,4,184,customer,8.0,6.0
161,customer,5,201,customer,8.0,8.0
161,customer,6,174,customer,9.0,9.0
161,customer,7,219,customer,9.0,9.0
161,customer,8,257,customer,9.0,9.0
161,customer,9,288,customer,9.0,9.0
161,customer,10,65,customer,10.0,10.0
162,customer,1,134,customer,13.0,12.0
162,customer,2,0,base,14.0,15.0
162,customer,3,1,source,14.0,15.0
162,customer,4,121,customer,17.0,18.0
162,customer,5,301,customer,18.0,17.0
162,customer,6,23,customer,20.0,21.0
162,customer,7,68,customer,20.0,20.0
162,customer,8,78,customer,21.0,21.0
162,customer,9,243,customer,21.0,21.0
162,customer,10,291,customer,21.0,21.0
163,customer,1,120,customer,19.0,23.0
163,customer,2,203,customer,31.0,33.0
163,customer,3,115,customer,34.0,36.0
163,customer,4,181,customer,34.0,36.0
163,customer,5,91,customer,41.0,45.0
163,customer,6,179,customer,41.0,45.0
163,customer,7,70,customer,48.0,45.0
163,customer,8,223,customer,61.0,63.0
163,customer,9,290,customer,81.0,83.0
163,customer,10,262,customer,82.0,81.0
164,customer,1,47,customer,2.0,5.0
164,customer,2,62,customer,2.0,5.0
164,customer,3,64,customer,3.0,5.0
164,customer,4,98,customer,3.0,5.0
164,customer,5,148,customer,3.0,5.0
164,customer,6,294,customer,3.0,5.0
164,customer,7,315,customer,3.0,5.0
164,customer,8,171,customer,4.0,7.0
164,customer,9,258,customer,4.0,7.0
164,customer,10,12,customer,5.0,7.0
165,customer,1,242,customer,0.0,0.0
165,customer,2,274,customer,0.0,0.0
165,customer,3,114,customer,1.0,1.0
165,customer,4,213,customer,1.0,1.0
165,customer,5,71,customer,2.0,2.0
165,customer,6,233,customer,2.0,2.0
165,customer,7,263,customer,2.0,1.0
165,customer,8,99,customer,4.0,3.0
165,customer,9,157,customer,5.0,5.0
165,customer,10,210,customer,5.0,5.0
166,customer,1,160,customer,0.0,0.0
166,customer,2,60,customer,3.0,4.0
166,customer,3,39,customer,10.0,11.0
166,customer,4,90,customer,14.0,8.0
166,customer,5,188,customer,21.0,23.0
166,customer,6,72,customer,22.0,23.0
166,customer,7,202,customer,22.0,22.0
166,customer,8,232,customer,22.0,22.0
166,customer,9,101,customer,28.0,23.0
166,customer,10,113,customer,29.0,30.0
167,customer,1,10,customer,0.0,0.0
167,customer,2,80,customer,17.0,18.0
167,customer,3,301,customer,19.0,19.0
167,customer,4,152,customer,26.0,29.0
167,customer,5,284,customer,28.0,30.0
167,customer,6,281,customer,33.0,34.0
167,customer,7,162,customer,36.0,37.0
167,customer,8,322,customer,40.0,30.0
167,customer,9,121,customer,42.0,43.0
167,customer,10,134,customer,44.0,41.0
168,customer,1,29,customer,8.0,5.0
168,customer,2,122,customer,8.0,17.0
168,customer,3,211,customer,14.0,14.0
168,customer,4,93,customer,15.0,15.0
168,customer,5,252,customer,15.0,15.0
168,customer,6,321,customer,15.0,15.0
168,customer,7,106,customer,16.0,12.0
168,customer,8,123,customer,19.0,19.0
168,customer,9,8,customer,24.0,23.0
168,customer,10,83,customer,26.0,26.0
169,customer,1,206,customer,5.0,5.0
169,customer,2,145,customer,22.0,23.0
169,customer,3,116,customer,30.0,30.0
169,customer,4,137,customer,31.0,31.0
169,customer,5,77,customer,38.0,39.0
169,customer,6,277,customer,42.0,43.0
169,customer,7,317,customer,47.0,47.0
169,customer,8,18,customer,48.0,48.0
169,customer,9,217,customer,48.0,55.0
169,customer,10,183,customer,52.0,52.0
170,customer,1,59,customer,6.0,8.0
170,customer,2,185,customer,6.0,8.0
170,customer,3,192,customer,6.0,8.0
170,customer,4,135,customer,11.0,9.0
170,customer,5,49,customer,12.0,12.0
170,customer,6,124,customer,12.0,12.0
170,customer,7,158,customer,12.0,12.0
170,customer,8,209,customer,12.0,12.0
170,customer,9,292,customer,12.0,12.0
170,customer,10,314,customer,12.0,12.0
171,customer,1,258,customer,0.0,0.0
171,customer,2,73,customer,2.0,2.0
171,customer,3,176,customer,3.0,3.0
171,customer,4,259,customer,3.0,3.0
171,customer,5,47,customer,4.0,4.0
171,customer,6,62,customer,4.0,4.0
171,customer,7,64,customer,4.0,3.0
171,customer,8,98,customer,4.0,4.0
171,customer,9,148,customer,4.0,4.0
171,customer,10,294,customer,4.0,3.0
172,customer,1,214,customer,2.0,3.0
172,customer,2,128,customer,10.0,11.0
172,customer,3,295,customer,10.0,11.0
172,customer,4,156,customer,11.0,12.0
172,customer,5,239,customer,14.0,14.0
172,customer,6,81,customer,29.0,29.0
172,customer,7,6,customer,32.0,32.0
172,customer,8,63,customer,33.0,33.0
172,customer,9,319,customer,59.0,59.0
172,customer,10,57,customer,68.0,68.0
173,customer,1,53,customer,3.0,2.0
173,customer,2,84,customer,3.0,2.0
173,customer,3,100,customer,3.0,3.0
173,customer,4,220,customer,3.0,4.0
173,customer,5,224,customer,3.0,4.0
173,customer,6,69,customer,5.0,5.0
173,customer,7,112,customer,5.0,5.0
173,customer,8,133,customer,5.0,5.0
173,customer,9,190,customer,5.0,5.0
173,customer,10,196,customer,5.0,4.0
174,customer,1,219,customer,0.0,0.0
174,customer,2,288,customer,0.234441138504504,0.234441138504504
174,customer,3,257,customer,0.258095682336724,0.258095682336724
174,customer,4,255,customer,1.08551384705372,1.08551384705372
174,customer,5,201,customer,4.0,5.0
174,customer,6,65,customer,5.0,5.0
174,customer,7,218,customer,5.0,5.0
174,customer,8,4,customer,6.0,6.0
174,customer,9,92,customer,6.0,7.0
174,customer,10,136,customer,6.0,6.0
175,customer,1,87,customer,7.0,7.0
175,customer,2,96,customer,7.0,5.0
175,customer,3,320,customer,7.0,5.0
175,customer,4,283,customer,8.0,8.0
175,customer,5,245,customer,9.0,9.0
175,customer,6,256,customer,9.0,6.0
175,customer,7,273,customer,9.0,6.0
175,customer,8,293,customer,9.0,8.0
175,customer,9,52,customer,16.0,16.0
175,customer,10,208,customer,16.0,16.0
176,customer,1,73,customer,3.0,3.0
176,customer,2,171,customer,3.0,3.0
176,customer,3,258,customer,3.0,3.0
176,customer,4,259,customer,3.0,3.0
176,customer,5,275,customer,5.0,5.0
176,customer,6,64,customer,6.0,6.0
176,customer,7,69,customer,6.0,5.0
176,customer,8,294,customer,6.0,6.0
176,customer,9,47,customer,7.0,7.0
176,customer,10,62,customer,7.0,7.0
177,customer,1,103,customer,0.0,0.0
177,customer,2,316,customer,0.0,0.0
177,customer,3,49,customer,7.0,7.0
177,customer,4,124,customer,7.0,7.0
177,customer,5,158,customer,7.0,7.0
177,customer,6,209,customer,7.0,7.0
177,customer,7,292,customer,7.0,7.0
177,customer,8,314,customer,7.0,7.0
177,customer,9,3,customer,9.0,9.0
177,customer,10,88,customer,9.0,9.0
178,customer,1,298,customer,0.0,0.0
178,customer,2,14,customer,0.0101899032710041,0.0101899032710041
178,customer,3,9,customer,0.534510530177376,1.0
178,customer,4,307,customer,5.0,5.0
178,customer,5,227,customer,12.0,16.0
178,customer,6,129,customer,13.0,21.0
178,customer,7,27,customer,16.0,15.0
178,customer,8,150,customer,16.0,15.0
178,customer,9,197,customer,17.0,19.0
178,customer,10,254,customer,19.0,34.0
179,customer,1,91,customer,0.0,0.0
179,customer,2,70,customer,3.0,3.0
179,customer,3,115,customer,13.0,9.0
179,customer,4,181,customer,13.0,9.0
179,customer,5,203,customer,17.0,13.0
179,customer,6,223,customer,18.0,17.0
179,customer,7,262,customer,38.0,36.0
179,customer,8,290,customer,38.0,38.0
179,customer,9,306,customer,39.0,39.0
179,customer,10,120,customer,40.0,31.0
180,customer,1,304,customer,0.0,0.0
180,customer,2,253,customer,1.0,2.0
180,customer,3,261,customer,1.0,2.0
180,customer,4,142,customer,2.0,6.0
180,customer,5,38,customer,3.0,2.0
180,customer,6,51,customer,3.0,2.0
180,customer,7,74,customer,3.0,2.0
180,customer,8,125,customer,3.0,2.0
180,customer,9,132,customer,3.0,2.0
180,customer,10,15,customer,4.0,4.0
181,customer,1,115,customer,1.0,1.0
181,customer,2,203,customer,5.0,5.0
181,customer,3,91,customer,9.0,13.0
181,customer,4,179,customer,9.0,13.0
181,customer,5,70,customer,10.0,14.0
181,customer,6,120,customer,24.0,24.0
181,customer,7,223,customer,27.0,27.0
181,customer,8,163,customer,36.0,34.0
181,customer,9,262,customer,47.0,45.0
181,customer,10,290,customer,47.0,47.0
182,customer,1,248,customer,16.0,16.0
182,customer,2,271,customer,16.0,17.0
182,customer,3,310,customer,21.0,17.0
182,customer,4,57,customer,22.0,21.0
182,customer,5,186,customer,22.0,24.0
182,customer,6,276,customer,24.0,24.0
182,customer,7,33,customer,34.0,35.0
182,customer,8,319,customer,36.0,36.0
182,customer,9,191,customer,39.0,36.0
182,customer,10,195,customer,40.0,36.0
183,customer,1,229,customer,12.0,12.0
183,customer,2,277,customer,18.0,18.0
183,customer,3,61,customer,24.0,24.0
183,customer,4,317,customer,25.0,25.0
183,customer,5,228,customer,26.0,25.0
183,customer,6,31,customer,31.0,26.0
183,customer,7,198,customer,31.0,26.0
183,customer,8,95,customer,32.0,23.0
183,customer,9,116,customer,37.0,37.0
183,customer,10,145,customer,40.0,40.0
184,customer,1,161,customer,6.0,8.0
184,customer,2,76,customer,7.0,6.0
184,customer,3,155,customer,8.0,8.0
184,customer,4,111,customer,9.0,10.0
184,customer,5,113,customer,10.0,10.0
184,customer,6,201,customer,12.0,12.0
184,customer,7,54,customer,14.0,13.0
184,customer,8,257,customer,14.0,15.0
184,customer,9,288,customer,14.0,15.0
184,customer,10,174,customer,15.0,15.0
185,customer,1,59,customer,0.0,0.0
185,customer,2,192,customer,0.0,0.0
185,customer,3,78,customer,6.0,7.0
185,customer,4,135,customer,6.0,3.0
185,customer,5,243,customer,6.0,7.0
185,customer,6,291,customer,6.0,7.0
185,customer,7,170,customer,8.0,6.0
185,customer,8,68,customer,11.0,10.0
185,customer,9,0,base,12.0,11.0
185,customer,10,1,source,12.0,11.0
186,customer,1,276,customer,0.618358473723671,0.618358473723671
186,customer,2,248,customer,8.0,6.0
186,customer,3,310,customer,10.0,10.0
186,customer,4,307,customer,19.0,19.0
186,customer,5,271,customer,22.0,21.0
186,customer,6,182,customer,24.0,22.0
186,customer,7,9,customer,25.0,25.0
186,customer,8,14,customer,25.0,25.0
186,customer,9,178,customer,25.0,25.0
186,customer,10,298,customer,25.0,25.0
187,customer,1,17,customer,5.0,14.0
187,customer,2,241,customer,7.0,15.0
187,customer,3,297,customer,7.0,15.0
187,customer,4,15,customer,8.0,17.0
187,customer,5,2,customer,9.0,14.0
187,customer,6,38,customer,9.0,18.0
187,customer,7,51,customer,9.0,18.0
187,customer,8,74,customer,9.0,18.0
187,customer,9,107,customer,9.0,14.0
187,customer,10,125,customer,9.0,18.0
188,customer,1,113,customer,9.0,11.0
188,customer,2,65,customer,11.0,10.0
188,customer,3,218,customer,11.0,10.0
188,customer,4,39,customer,13.0,12.0
188,customer,5,255,customer,14.0,13.0
188,customer,6,76,customer,15.0,15.0
188,customer,7,174,customer,15.0,14.0
188,customer,8,201,customer,15.0,11.0
188,customer,9,219,customer,15.0,14.0
188,customer,10,92,customer,16.0,17.0
189,customer,1,144,customer,0.0,0.0
189,customer,2,82,customer,9.0,11.0
189,customer,3,234,customer,21.0,28.0
189,customer,4,31,customer,27.0,25.0
189,customer,5,198,customer,27.0,25.0
189,customer,6,95,customer,30.0,27.0
189,customer,7,175,customer,43.0,43.0
189,customer,8,225,customer,43.0,43.0
189,customer,9,317,customer,44.0,44.0
189,customer,10,58,customer,46.0,46.0
190,customer,1,138,customer,0.171206091367813,0.171206091367813
190,customer,2,237,customer,0.171206091367813,0.171206091367813
190,customer,3,24,customer,0.595843148034882,0.595843148034882
190,customer,4,22,customer,2.0,2.0
190,customer,5,45,customer,2.0,4.0
190,customer,6,53,customer,2.0,2.0
190,customer,7,133,customer,2.0,1.0
190,customer,8,289,customer,2.0,1.0
190,customer,9,84,customer,5.0,5.0
190,customer,10,100,customer,5.0,5.0
191,customer,1,195,customer,0.299918460289084,0.299918460289084
191,customer,2,305,customer,0.299918460289084,0.299918460289084
191,customer,3,246,customer,32.0,31.0
191,customer,4,205,customer,34.0,34.0
191,customer,5,231,customer,34.0,34.0
191,customer,6,265,customer,34.0,34.0
191,customer,7,118,customer,35.0,35.0
191,customer,8,182,customer,36.0,39.0
191,customer,9,248,customer,36.0,48.0
191,customer,10,186,customer,37.0,51.0
192,customer,1,59,customer,0.0,0.0
192,customer,2,185,customer,0.0,0.0
192,customer,3,78,customer,6.0,7.0
192,customer,4,135,customer,6.0,3.0
192,customer,5,243,customer,6.0,7.0
192,customer,6,291,customer,6.0,7.0
192,customer,7,170,customer,8.0,6.0
192,customer,8,68,customer,11.0,10.0
192,customer,9,0,base,12.0,11.0
192,customer,10,1,source,12.0,11.0
193,customer,1,238,customer,0.0,0.0
193,customer,2,2,customer,3.0,3.0
193,customer,3,107,customer,3.0,3.0
193,customer,4,282,customer,3.0,3.0
193,customer,5,16,customer,6.0,6.0
193,customer,6,17,customer,6.0,6.0
193,customer,7,41,customer,6.0,6.0
193,customer,8,55,customer,6.0,6.0
193,customer,9,139,customer,6.0,6.0
193,customer,10,194,customer,6.0,6.0
194,customer,1,16,customer,0.0,0.0
194,customer,2,41,customer,0.00728617558572899,0.00728617558572899
194,customer,3,55,customer,0.00728617558572899,0.00728617558572899
194,customer,4,139,customer,0.00728617558572899,0.00728617558572899
194,customer,5,17,customer,1.0,1.0
194,customer,6,2,customer,3.0,3.0
194,customer,7,107,customer,3.0,3.0
194,customer,8,282,customer,3.0,3.0
194,customer,9,193,customer,6.0,6.0
194,customer,10,238,customer,6.0,6.0
195,customer,1,305,customer,0.0,0.0
195,customer,2,191,customer,0.299918460289084,0.299918460289084
195,customer,3,246,customer,32.0,31.0
195,customer,4,205,customer,33.0,34.0
195,customer,5,231,customer,33.0,34.0
195,customer,6,265,customer,33.0,34.0
195,customer,7,118,customer,35.0,35.0
195,customer,8,182,customer,36.0,40.0
195,customer,9,248,customer,36.0,48.0
195,customer,10,186,customer,37.0,52.0
196,customer,1,279,customer,0.0,0.0
196,customer,2,267,customer,1.0,0.907241865206657
196,customer,3,4,customer,3.0,3.0
196,customer,4,84,customer,3.0,4.0
196,customer,5,100,customer,3.0,4.0
196,customer,6,136,customer,3.0,3.0
196,customer,7,69,customer,4.0,3.0
196,customer,8,173,customer,4.0,5.0
196,customer,9,220,customer,4.0,4.0
196,customer,10,224,customer,4.0,4.0
197,customer,1,27,customer,0.286009541002082,0.286009541002082
197,customer,2,150,customer,0.286009541002082,0.286009541002082
197,customer,3,227,customer,6.0,4.0
197,customer,4,129,customer,8.0,8.0
197,customer,5,200,customer,11.0,11.0
197,customer,6,254,customer,12.0,19.0
197,customer,7,307,customer,17.0,16.0
197,customer,8,9,customer,18.0,17.0
197,customer,9,14,customer,19.0,18.0
197,customer,10,178,customer,19.0,17.0
198,customer,1,31,customer,0.0,0.0
198,customer,2,95,customer,3.0,4.0
198,customer,3,317,customer,14.0,15.0
198,customer,4,277,customer,24.0,24.0
198,customer,5,144,customer,25.0,27.0
198,customer,6,189,customer,25.0,27.0
198,customer,7,183,customer,26.0,31.0
198,customer,8,61,customer,27.0,39.0
198,customer,9,234,customer,33.0,32.0
198,customer,10,82,customer,35.0,35.0
199,customer,1,56,customer,19.0,20.0
199,customer,2,36,customer,23.0,23.0
199,customer,3,109,customer,26.0,26.0
199,customer,4,266,customer,26.0,26.0
199,customer,5,7,customer,38.0,38.0
199,customer,6,105,customer,38.0,38.0
199,customer,7,83,customer,39.0,39.0
199,customer,8,93,customer,44.0,44.0
199,customer,9,123,customer,44.0,44.0
199,customer,10,321,customer,44.0,44.0
200,customer,1,254,customer,5.0,26.0
200,customer,2,129,customer,9.0,10.0
200,customer,3,27,customer,11.0,11.0
200,customer,4,150,customer,11.0,11.0
200,customer,5,197,customer,11.0,11.0
200,customer,6,227,customer,16.0,14.0
200,customer,7,204,customer,19.0,18.0
200,customer,8,307,customer,22.0,20.0
200,customer,9,75,customer,24.0,25.0
200,customer,10,9,customer,28.0,21.0
201,customer,1,65,customer,3.0,3.0
201,customer,2,218,customer,3.0,3.0
201,customer,3,174,customer,5.0,4.0
201,customer,4,219,customer,5.0,4.0
201,customer,5,255,customer,5.0,4.0
201,customer,6,257,customer,5.0,4.0
201,customer,7,288,customer,5.0,4.0
201,customer,8,54,customer,8.0,6.0
201,customer,9,92,customer,8.0,11.0
201,customer,10,111,customer,8.0,8.0
202,customer,1,232,customer,0.0,0.0
202,customer,2,72,customer,1.0,1.0
202,customer,3,104,customer,10.0,10.0
202,customer,4,90,customer,12.0,12.0
202,customer,5,39,customer,13.0,13.0
202,customer,6,114,customer,14.0,15.0
202,customer,7,213,customer,14.0,16.0
202,customer,8,312,customer,14.0,14.0
202,customer,9,165,customer,15.0,17.0
202,customer,10,242,customer,15.0,17.0
203,customer,1,115,customer,5.0,5.0
203,customer,2,181,customer,5.0,5.0
203,customer,3,91,customer,13.0,17.0
203,customer,4,179,customer,13.0,17.0
203,customer,5,70,customer,15.0,15.0
203,customer,6,120,customer,20.0,20.0
203,customer,7,163,customer,33.0,31.0
203,customer,8,223,customer,35.0,35.0
203,customer,9,290,customer,54.0,54.0
203,customer,10,262,customer,55.0,52.0
204,customer,1,227,customer,17.0,18.0
204,customer,2,27,customer,18.0,20.0
204,customer,3,75,customer,18.0,20.0
204,customer,4,150,customer,18.0,20.0
204,customer,5,197,customer,18.0,21.0
204,customer,6,200,customer,18.0,19.0
204,customer,7,129,customer,22.0,24.0
204,customer,8,30,customer,27.0,25.0
204,customer,9,85,customer,28.0,31.0
204,customer,10,254,customer,28.0,30.0
205,customer,1,231,customer,0.0,0.0
205,customer,2,265,customer,0.0892720849681246,0.0892720849681246
205,customer,3,246,customer,4.0,5.0
205,customer,4,191,customer,34.0,34.0
205,customer,5,195,customer,34.0,33.0
205,customer,6,305,customer,34.0,33.0
205,customer,7,228,customer,44.0,46.0
205,customer,8,248,customer,52.0,52.0
205,customer,9,186,customer,53.0,55.0
205,customer,10,310,customer,54.0,55.0
206,customer,1,169,customer,5.0,5.0
206,customer,2,145,customer,19.0,19.0
